ID	URI	Index Page	Entry	Name (auto)	Name (curated)	Identity (auto)	Identity (curated)	Refs	Alternate Names	Alternate Names (auto)	Alternate Names (curated)	Cross-Ref 1	Cross-Ref 2	Cross-Ref 3	Match 1	Match 2	Match 3	Related Place	Related Place URI	Sort	Place Type (auto)	Place Type (curated)	Multiple?
222	https://usaybia.net/place/222	467	Gurgānj (Kurkānj, al-Jurjāniyyah)	Gurgānj	Gurgānj			11.13.2.5; 11.13.2.11; 11.13.8 no. 31	al-Jurjāniyyah, Kurkānj	Kurkānj, al-Jurjāniyyah	Kurkānj, al-Jurjāniyyah									290	#N/A	settlement	
223	https://usaybia.net/place/223	467	Hadramaut (Ḥaḍramawt)	Hadramaut	Hadramaut			10.1.3		Ḥaḍramawt	Ḥaḍramawt									291	#N/A	region	
224	https://usaybia.net/place/224	467	Hajar, in eastern Arabia	Hajar	Hajar	in eastern Arabia	in eastern Arabia	15.49.6.1(p)												292	#N/A	region	
225	https://usaybia.net/place/225	467	Ḥakamān, a town near Basra, Iraq	Ḥakamān	Ḥakamān	a town near Basra, Iraq	a town near Basra, Iraq	8.19.3												293	settlement	settlement	
		467	Ḥalab `see` Aleppo	Ḥalab	Ḥalab							Aleppo			Aleppo					294	#N/A	#N/A	
226	https://usaybia.net/place/226	467	al-Ḥallāwiyyah Law College (al-Madrasah al-Ḥallāwiyyah), in Aleppo	al-Ḥallāwiyyah Law College	al-Ḥallāwiyyah Law College	in Aleppo	in Aleppo	15.18.1.3	al-Madrasah al-Ḥallāwiyyah	al-Madrasah al-Ḥallāwiyyah	al-Madrasah al-Ḥallāwiyyah									295	madrasa	madrasa	
227	https://usaybia.net/place/227	467	Hama (Ḥamāh), city in Syria	Hama	Hama	city in Syria	city in Syria	15.22; 15.22 no. 6; 15.24; 15.46.3; 15.54; 15.55		Ḥamāh	Ḥamāh									296	settlement	settlement	
228	https://usaybia.net/place/228	467	Hamadan (Hamadhān, modern Hamadān, ancient Ecbatana), city in Persia	Hamadan	Hamadan	city in Persia	city in Persia	8.10.2; 10.75.1; 11.13.3.3, 11.13.3.4; 11.13.3.6; 11.13.3.8; 11.13.3.9; 11.13.3.11; 11.13.3.19; 11.13.4; 11.13.8 nos. 2, 7, 19, 75, 76, 88; 11.19.2; 15.17	Ecbatana	Hamadhān, Hamadān, Ecbatana	Hamadhān, Hamadān, Ecbatana									297	settlement	settlement	
229	https://usaybia.net/place/229	467	Ḥammām al-Faʾr (the Bathhouse of the Mouse), in Fustat	Ḥammām al-Faʾr	Ḥammām al-Faʾr	in Fustat	in Fustat	14.15		the Bathhouse of the Mouse	the Bathhouse of the Mouse									298	building	building	
230	https://usaybia.net/place/230	467	al-Ḥanbaliyyah Law College (al-Madrasah al-Ḥanbaliyyah), in Damascus	al-Ḥanbaliyyah Law College	al-Ḥanbaliyyah Law College	in Damascus	in Damascus	15.35	al-Madrasah al-Ḥanbaliyyah	al-Madrasah al-Ḥanbaliyyah	al-Madrasah al-Ḥanbaliyyah									299	madrasa	madrasa	
231	https://usaybia.net/place/231	467	al-Ḥaram (the Holy Precinct, in Mecca)	al-Ḥaram	al-Ḥaram			15.8.2(p)	the Holy Precinct	the Holy Precinct, in Mecca	the Holy Precinct (in Mecca)									300	#N/A	quarter	
232	https://usaybia.net/place/232	467	al-Ḥarasiyyāt (or al-Ḥarashiyyāt? reading uncertain), estates in Iraq	al-Ḥarasiyyāt	al-Ḥarasiyyāt	estates in Iraq	estates in Iraq	10.10.3		al-Ḥarashiyyāt? reading uncertain	al-Ḥarashiyyāt? (reading uncertain)									301	state	designated-space	
		467	Harāt `see` Herat	Harāt	Harāt							Herat			Herat					302	#N/A	#N/A	
233	https://usaybia.net/place/233	467	al-Ḥarbiyyah, a quarter by the Ḥarb gate in Baghdad	al-Ḥarbiyyah	al-Ḥarbiyyah	a quarter by the Ḥarb gate in Baghdad	a quarter by the Ḥarb gate in Baghdad	10.16												303	quarter	quarter	
		467	Harpūt `see` Kharpūt	Harpūt	Harpūt							Kharpūt			Kharpūt					304	#N/A	#N/A	
234	https://usaybia.net/place/234	467	Ḥarrān, an ancient town (Carrhae) of Upper Mesopotamia, in the modern Turkish province of Diyarbakır	Ḥarrān	Ḥarrān	an ancient town (Carrhae) of Upper Mesopotamia, in the modern Turkish province of Diyarbakır	an ancient town (Carrhae) of Upper Mesopotamia, in the modern Turkish province of Diyarbakır	1.5n; 2.1.4n; 4.1.11.2; 7.4; 8.29.6n; 9.35n; 10.3.1; 10.3.2.2; 10.3.10; 13.9; 15.1; 15.47.1	Carrhae											305	settlement	settlement	
235	https://usaybia.net/place/235	467	Harthamah’s Camp, a district in the eastern part of Baghdad	Harthamah’s Camp	Harthamah’s Camp	a district in the eastern part of Baghdad	a district in the eastern part of Baghdad	8.10.3												306	#N/A	quarter	
236	https://usaybia.net/place/236	467	al-Ḥasakah, city and governorate in modern Syria	al-Ḥasakah	al-Ḥasakah	city and governorate in modern Syria	city and governorate in modern Syria	8.29.3n; 9.25n												307	settlement	composite	
237	https://usaybia.net/place/237	467	Hatra (Haṭrā, Hāṭrā), a place near Samarra (not to be confused with ancient Hatra/al-Ḥaḍr near Mosul)	Hatra	Hatra	a place near Samarra (not to be confused with ancient Hatra/al-Ḥaḍr near Mosul)	a place near Samarra (not to be confused with ancient Hatra/al-Ḥaḍr near Mosul)	10.68.2.2n		Haṭrā, Hāṭrā	Haṭrā, Hāṭrā									308	#N/A	unknown	
238	https://usaybia.net/place/238	467	Ḥawrān (Hauran or Houran), a volcanic plateau in southwestern Syria extending into the northwestern corner of modern-day Jordan	Ḥawrān	Ḥawrān	a volcanic plateau in southwestern Syria extending into the northwestern corner of modern-day Jordan	a volcanic plateau in southwestern Syria extending into the northwestern corner of modern-day Jordan	10.83.4; 15.27; 15.27n; 15.57.1	Houran	Hauran, Houran	Hauran, Houran									309	natural-feature	region	
239	https://usaybia.net/place/239	468	Ḥazzah, a settlement west of Irbil (Arbil), in Iraq	Ḥazzah	Ḥazzah	a settlement west of Irbil (Arbil), in Iraq	a settlement west of Irbil (Arbil), in Iraq	9.35n												310	settlement	settlement	
		468	Hejaz `see` al-Ḥijāz	Hejaz	Hejaz							al-Ḥijāz			al-Ḥijāz					311	#N/A	#N/A	
		468	Heliopolis `see` ʿAyn Shams `and` Baalbek	Heliopolis	Heliopolis							ʿAyn Shams	Baalbek		ʿAyn Shams	Baalbek				312	#N/A	#N/A	
240	https://usaybia.net/place/240	468	Heraclea, ancient city in what is now Turkey	Heraclea	Heraclea	ancient city in what is now Turkey	ancient city in what is now Turkey	4.3.4.1												313	settlement	settlement	
241	https://usaybia.net/place/241	468	Herat (Harāt), a city in modern-day Afgh-anistan	Herat	Herat	a city in modern-day Afgh-anistan	a city in modern-day Afgh-anistan	8.10.4; 11.19.2; 11.19.3; 11.19.5; 11.19.6.1; 11.23	Harāt	Harāt	Harāt									314	settlement	settlement	
242	https://usaybia.net/place/242	468	al-Ḥijāz (Hijaz, Hejaz), a region in the west-ern Arabian Peninsula, Najd to the east and Tihāmah to the west	al-Ḥijāz	al-Ḥijāz	a region in the west-ern Arabian Peninsula, Najd to the east and Tihāmah to the west	a region in the west-ern Arabian Peninsula, Najd to the east and Tihāmah to the west	7.5.2; 8.9; 11.13.7.9(p); 15.8.12(p)	Hejaz	Hijaz, Hejaz	Hijaz, Hejaz									315	region	region	
243	https://usaybia.net/place/243	468	al-Ḥillah, town in Iraq	al-Ḥillah	al-Ḥillah	town in Iraq	town in Iraq	10.64.19.13n												316	settlement	settlement	
		468	Ḥimṣ `see` Homs	Ḥimṣ	Ḥimṣ							Homs			Homs					317	#N/A	#N/A	
244	https://usaybia.net/place/244	468	Ḥimyar, ancient kingdom of south-west Arabia	Ḥimyar	Ḥimyar	ancient kingdom of south-west Arabia	ancient kingdom of south-west Arabia	15.11.2n												318	#N/A	state	
		468	al-Hind `see` India	al-Hind	al-Hind							India			India					319	#N/A	#N/A	
245	https://usaybia.net/place/245	468	Ḥīnī (modern Hani), a town near the city of Diyarbakır in eastern Anatolia	Ḥīnī	Ḥīnī	a town near the city of Diyarbakır in eastern Anatolia	a town near the city of Diyarbakır in eastern Anatolia	10.75.2; 15.46.3		Hani	Hani									320	settlement	settlement	
246	https://usaybia.net/place/246	468	al-Ḥīrah, a town on the Euphrates, southwest of the modern Najaf, in Iraq	al-Ḥīrah	al-Ḥīrah	a town on the Euphrates, southwest of the modern Najaf, in Iraq	a town on the Euphrates, southwest of the modern Najaf, in Iraq	8.3.7; 8.3.16; 8.9; 8.29.2; 8.29.11n; 15.49.6.1n												321	settlement	settlement	
247	https://usaybia.net/place/247	468	Ḥiṣn al-Faraj (Victory Castle, Aznalfarache), in Seville	Ḥiṣn al-Faraj	Ḥiṣn al-Faraj	in Seville	in Seville	13.63.5	Victory Castle	Victory Castle, Aznalfarache	Victory Castle, Aznalfarache									322	fortification	fortification	
248	https://usaybia.net/place/248	468	al-Ḥiyār (or Ḥiyār Banī l-Qaʿqāʿ), probably in northern Syria	al-Ḥiyār	al-Ḥiyār	probably in northern Syria	probably in northern Syria	8.13.2		Ḥiyār Banī l-Qaʿqāʿ	Ḥiyār Banī l-Qaʿqāʿ									323	#N/A	unknown	
		468	the Holy Precinct `see` al-Ḥaram	the Holy Precinct	the Holy Precinct							al-Ḥaram			al-Ḥaram					324	#N/A	#N/A	
249	https://usaybia.net/place/249	468	Homs (Ḥimṣ), a city in Syria	Homs	Homs	a city in Syria	a city in Syria	4.1.1n; 10.68.2.7 (p); 15.23.4.1; 15.31.1; 15.42; 15.56.1	Ḥimṣ	Ḥimṣ	Ḥimṣ									325	settlement	settlement	
		468	Houran `see` Ḥawrān	Houran	Houran							Ḥawrān			Ḥawrān					326	#N/A	#N/A	
		468	the House of Ibn al-Zaʿfarānī `see` Dār Ibn al-Zaʿfarānī	the House of Ibn al-Zaʿfarānī	the House of Ibn al-Zaʿfarānī							Dār Ibn al-Zaʿfarānī			Dār Ibn al-Zaʿfarānī					327	building	building	
251	https://usaybia.net/place/251	468	al-Ḥuwayzah, place in Khuzistan	al-Ḥuwayzah	al-Ḥuwayzah	place in Khuzistan	place in Khuzistan	10.68.2.1n												328	#N/A	unknown	
252	https://usaybia.net/place/252	468	Hymettus, a mountain in Attica	Hymettus	Hymettus	a mountain in Attica	a mountain in Attica	4.3												329	#REF!	mountain	
253	https://usaybia.net/place/253	468	Ibiza (Yābisa)	Ibiza	Ibiza			13.36.2.3n		Yābisa	Yābisa									330	#N/A	island	
254	https://usaybia.net/place/254	468	Īdhaj (also known as Māl-i Amīr), city in western Persia	Īdhaj	Īdhaj	city in western Persia	city in western Persia	11.13.3.18		Māl-i Amīr	Māl-i Amīr									331	settlement	settlement	
255	https://usaybia.net/place/255	468	Ifrīqiyah, area that comprises today’s Tunisia, Western Libya and Eastern Algeria	Ifrīqiyah	Ifrīqiyah	area that comprises today’s Tunisia, Western Libya and Eastern Algeria	area that comprises today’s Tunisia, Western Libya and Eastern Algeria	13.1.2; 13.2.1; 13.3.2.1; 13.3.2.2; 13.66.3; 13.85												332	#N/A	region	
256	https://usaybia.net/place/256	468	al-Īghārān, two fiefs in western Persia	al-Īghārān	al-Īghārān	two fiefs in western Persia	two fiefs in western Persia	10.68.1.4												333	#N/A	province	
257	https://usaybia.net/place/257	468	Īlāq, town near Nishapur	Īlāq	Īlāq	town near Nishapur	town near Nishapur	11.14n												334	settlement	settlement	
		468	Īliyāʾ `see` Jerusalem	Īliyāʾ	Īliyāʾ							Jerusalem			Jerusalem					335	#N/A	#N/A	
258	https://usaybia.net/place/258	468	Imros, Greek Aegean island	Imros	Imros	Greek Aegean island	Greek Aegean island	4.3.4.1												336	island	island	
259	https://usaybia.net/place/259	468	ʿIndān, unidentified village near Aleppo(?)	ʿIndān	ʿIndān	unidentified village near Aleppo(?)	unidentified village near Aleppo(?)	15.15												337	settlement	settlement	
260	https://usaybia.net/place/260	468	India (al-Hind)	India	India			1.1; 1.5; 2.1.3; 8.21.4; 11.2; 11.9.2.1(p); 12.1; 12.2; 12.3; 12.4; 12.5; 12.6; 13.6.1.1 no. 6; 13.6.2 no. 7	al-Hind	al-Hind	al-Hind									338	#N/A	region	
261	https://usaybia.net/place/261	468	Indian Ocean, Ocean	Indian Ocean	Indian Ocean	Ocean	Ocean	14.25.9 no. 42n												339	open-water	open-water	
		468	Indus, river `see` Mihrān	Indus	Indus							Mihrān			Mihrān					340	river	river	
262	https://usaybia.net/place/262	468	Ionia (Yūnān), ancient Greek city and islands states of the eastern Aegean and its seaboard	Ionia	Ionia	ancient Greek city and islands states of the eastern Aegean and its seaboard	ancient Greek city and islands states of the eastern Aegean and its seaboard	2.1.1n		Yūnān	Yūnān									341	settlement	settlement	
		468	al-ʿIqāb `see` Navas de Tolosa	al-ʿIqāb	al-ʿIqāb							Navas de Tolosa			Navas de Tolosa					342	#N/A	#N/A	
		468	Iqrīṭīsh, Iqrīṭush `see` Crete	Iqrīṭīsh	Iqrīṭīsh							Crete			Crete					343	#N/A	#N/A	
263	https://usaybia.net/place/263	468	Iraq (al-ʿIrāq), the southern part of modern Iraq	Iraq	Iraq	the southern part of modern Iraq	the southern part of modern Iraq	1.5; 7.1.1n; 7.8.3; 7.9.1n; 8.5.2; 8.29.3; 9.32n; 9.44; 10 `passim`; 11.13.7.9(p); 12.2n; 12.5; 12.6; 13.86.1; 14.1; 14.26.2; 14.43.3 no. 1; ＡＩＩ.5		al-ʿIrāq	al-ʿIrāq									344	#N/A	composite	
		468	Irbil `see` Erbil	Irbil	Irbil							Erbil			Erbil					345	#N/A	#N/A	
264	https://usaybia.net/place/264	468	ʿĪsābādh, a palace and pleasure ground built by the caliph al-Mahdī on the eastern side of Baghdad	ʿĪsābādh	ʿĪsābādh	a palace and pleasure ground built by the caliph al-Mahdī on the eastern side of Baghdad	a palace and pleasure ground built by the caliph al-Mahdī on the eastern side of Baghdad	8.10.3												346	building	building	
265	https://usaybia.net/place/265	468	Isfahan (Iṣfahān), city in Persia/Iran, south of Tehran	Isfahan	Isfahan	city in Persia/Iran, south of Tehran	city in Persia/Iran, south of Tehran	8.10.4n; 8.20.11; 10.67.1; 11.13.3.9, 10, 11, 17, 18; 11.13.4; 11.13.8 nos. 12, 13, 21, 33, 53; 15.13		Iṣfahān	Iṣfahān									347	settlement	settlement	
		468	al-Iskandariyyah `see` Alexandria	al-Iskandariyyah	al-Iskandariyyah							Alexandria			Alexandria					348	#N/A	#N/A	
266	https://usaybia.net/place/266	468	Istanbul	Istanbul	Istanbul			8.29.22n; 9.19n										Constantinople	https://usaybia.net/place/140	349	#N/A	settlement	
		468	al-Ītākhīyyah `see` Dayr Banī l-Ṣaqr	al-Ītākhīyyah	al-Ītākhīyyah							Dayr Banī l-Ṣaqr			Dayr Banī l-Ṣaqr					350	monastery	monastery	
267	https://usaybia.net/place/267	468	Italy	Italy	Italy			4.3.4.1; 4.3.4.2; 4.3.4.3												351	#N/A	region	
		468	al-Jabal `see` al-Jibāl	al-Jabal	al-Jabal							al-Jibāl			al-Jibāl					352	#N/A	#N/A	
268	https://usaybia.net/place/268	468	Jabal Tayyiʾ, an upland region in northern Arabia encompassing Mt. Ajaʾ and Mt. Salmā	Jabal Tayyiʾ	Jabal Tayyiʾ	an upland region in northern Arabia encompassing Mt. Ajaʾ and Mt. Salmā	an upland region in northern Arabia encompassing Mt. Ajaʾ and Mt. Salmā	8.10.4												353	region	region	
269	https://usaybia.net/place/269	468	Jaʿbar, a fortress in the mediaeval town of al-Raqqah in present day Syria	Jaʿbar	Jaʿbar	a fortress in the mediaeval town of al-Raqqah in present day Syria	a fortress in the mediaeval town of al-Raqqah in present day Syria	14.50; 14.51.2; 14.54.3; 15.32	Qalʿat Jaʿbar											354	fortification	fortification	
270	https://usaybia.net/place/270	468	Jaén ( Jayyān), city in Andalusia	Jaén	Jaén	city in Andalusia	city in Andalusia	15.45.1n		Jayyān	Jayyān									355	settlement	settlement	
271	https://usaybia.net/place/271	468	Jaʿfarī Canal, a canal in Samarra	Jaʿfarī Canal	Jaʿfarī Canal	a canal in Samarra	a canal in Samarra	10.1.7												356	canal	canal	
272	https://usaybia.net/place/272	468	Jājarm, town in Khorasan	Jājarm	Jājarm	town in Khorasan	town in Khorasan	11.13.2.11												357	settlement	settlement	
273	https://usaybia.net/place/273	468	al-Janādil, the ‘cataracts’ of the River Nile	al-Janādil	al-Janādil	the ‘cataracts’ of the River Nile	the ‘cataracts’ of the River Nile	14.22.3.1												358	river	natural-feature	
274	https://usaybia.net/place/274	468	Jarkh Band, place in Armenia or Azerbaijan	Jarkh Band	Jarkh Band	place in Armenia or Azerbaijan	place in Armenia or Azerbaijan	10.79												359	#N/A	unknown	
275	https://usaybia.net/place/275	468	Játiva (Shāṭibah), town in eastern al-Andalus	Játiva	Játiva	town in eastern al-Andalus	town in eastern al-Andalus	13.61.3.1n	Shāṭibah	Shāṭibah	Shāṭibah									360	settlement	settlement	
276	https://usaybia.net/place/276	468	Jayrūn, a gate in Damascus	Jayrūn	Jayrūn	a gate in Damascus	a gate in Damascus	15.8.1; 15.29n												361	building	building	
277	https://usaybia.net/place/277	469	al-Jāzir, unidentified location	al-Jāzir	al-Jāzir	unidentified location	unidentified location	11.13.7.9(p)										Khāzir	https://usaybia.net/place/310	362	#N/A	unknown	
278	https://usaybia.net/place/278	469	al-Jazīrah, northern Mesopotamia	al-Jazīrah	al-Jazīrah	northern Mesopotamia	northern Mesopotamia	5.1.37 no. 115; 8.18.2; 10.38.4; 13.9												363	#N/A	region	
279	https://usaybia.net/place/279	469	al-Jazīrah (Jazīrat Miṣr), the island of Rawḍah (Roda) in the River Nile near Cairo	al-Jazīrah (Jazīrat Miṣr)	al-Jazīrah (Jazīrat Miṣr)	the island of Rawḍah (Roda) in the River Nile near Cairo	the island of Rawḍah (Roda) in the River Nile near Cairo	14.31.6	al-Rawḍah, Roda	Jazīrat Miṣr	Jazīrat Miṣr									364	island	island	
280	https://usaybia.net/place/280	469	Jazīrat al-ʿArab, the Arabian Peninsula	Jazīrat al-ʿArab	Jazīrat al-ʿArab	the Arabian Peninsula	the Arabian Peninsula	8.18.2n												365	#N/A	region	
281	https://usaybia.net/place/281	469	Jazīrat ibn ʿUmar (later, Gazarta), modern-day Cizre in southeastern Turkey	Jazīrat ibn ʿUmar	Jazīrat ibn ʿUmar	modern-day Cizre in southeastern Turkey	modern-day Cizre in southeastern Turkey	15.36.1; 15.36.1.4		later, Gazarta	Gazarta									366	#N/A	settlement	
		469	Jazīrat al-Shuqar `see` Alzira	Jazīrat al-Shuqar	Jazīrat al-Shuqar							Alzira			Alzira					367	#N/A	#N/A	
282	https://usaybia.net/place/282	469	Jerusalem (al-Quds, Bayt al-Muqaddas, Bayt al-Maqdīs, Īliyāʾ)	Jerusalem	Jerusalem			5.1.8.2; 5.1.21.2; 8.5.3; 10.75.1; 14.10; 14.14.1–3; 14.14.6; 14.49.1; 14.49.2–4; 14.56.1; 15.11.2.1(p); 15.11.3 no. 7; 15.23.2.1; 15.31.4; 15.31.6 no. 11n; 15.40.3; 15.40.5; 15.40.9 no. 59; 15.43.2; 15.45.1; 15.45.2; 15.51.1	Bayt al-Maqdis, Īliyāʾ, al-Quds	al-Quds, Bayt al-Muqaddas, Bayt al-Maqdīs, Īliyāʾ	al-Quds, Bayt al-Muqaddas, Bayt al-Maqdīs, Īliyāʾ									368	#N/A	settlement	
283	https://usaybia.net/place/283	469	al-Jibāl (‘the Mountains’, i.e. the Zagros Mountains; also al-Jabal), region in western Persia, ancient Media	al-Jibāl	al-Jibāl	region in western Persia, ancient Media	region in western Persia, ancient Media	8.20.11n; 9.26.n; 11.5.22; 11.6n; 11.13.3.1	al-Jabal, Media, Zagros Mountains	‘the Mountains’, i.e. the Zagros Mountains	‘the Mountains’, Zagros Mountains									369	#REF!	natural-feature	
284	https://usaybia.net/place/284	469	Jīlān (or al-Jīlān), a region in Tabaristan, near the southern coasts of the Caspian Sea	Jīlān	Jīlān	a region in Tabaristan, near the southern coasts of the Caspian Sea	a region in Tabaristan, near the southern coasts of the Caspian Sea	8.5.2n; 8.20.11n; 15.20		al-Jīlān	al-Jīlān									370	region	region	
		469	Jilliq `see` Damascus	Jilliq	Jilliq							Damascus			Damascus					371	#N/A	#N/A	
		469	al-Jīzah `see` Giza	al-Jīzah	al-Jīzah							Giza			Giza					372	#N/A	#N/A	
285	https://usaybia.net/place/285	469	Jordan, river	Jordan	Jordan	river	river	5.1.8.1												373	river	river	
286	https://usaybia.net/place/286	469	Jordan, country	Jordan	Jordan	country	country	14.50n												374	#N/A	state	
		469	Jundaysābūr `see` Gondēshāpūr	Jundaysābūr	Jundaysābūr							Gondēshāpūr			Gondēshāpūr					375	#N/A	#N/A	
287	https://usaybia.net/place/287	469	Jurjān (Gurgān)	Jurjān	Jurjān			11.13.2.11; 11.13.3.1; 11.13.3.15; 11.13.8 nos. 9, 10, 22	Gurgān	Gurgān	Gurgān									376	#N/A	settlement	
