source	target	book	part	pg	ch-num	ch-title
أبو حامد الاسفراييني	غريب الخادم	 DQ 	 1 	 323 	3	فضلاء العراق
أبو حامد الاسفراييني	المأمون	 DQ 	 1 	 323 	3	فضلاء العراق
أبو سعد الكاتب بن دوست	أبو محمد العبدلكاني الزوزني	 DQ 	 1 	 323 	3	فضلاء العراق
أبو سعد الكاتب بن دوست	أحمد الجندي	 DQ 	 1 	 323 	3	فضلاء العراق
أبو سعد الكاتب بن دوست	أحمد بن محمد بن نجدة	 DQ 	 1 	 323 	3	فضلاء العراق
أبو سعد الكاتب بن دوست	الشافعية	 DQ 	 1 	 323 	3	فضلاء العراق
أبو سعد الكاتب بن دوست	علي بن محمد أبو الحسن	 DQ 	 1 	 323 	3	فضلاء العراق
أبو سعد الكاتب بن دوست	غريب الخادم	 DQ 	 1 	 323 	3	فضلاء العراق
أبو سعد الكاتب بن دوست	المأمون	 DQ 	 1 	 323 	3	فضلاء العراق
أبو محمد العبدلكاني الزوزني	أحمد الجندي	 DQ 	 1 	 323 	3	فضلاء العراق
أبو محمد العبدلكاني الزوزني	أحمد بن محمد بن نجدة	 DQ 	 1 	 323 	3	فضلاء العراق
أبو محمد العبدلكاني الزوزني	الشافعية	 DQ 	 1 	 323 	3	فضلاء العراق
أبو محمد العبدلكاني الزوزني	علي بن محمد أبو الحسن	 DQ 	 1 	 323 	3	فضلاء العراق
أبو محمد العبدلكاني الزوزني	غريب الخادم	 DQ 	 1 	 323 	3	فضلاء العراق
أبو محمد العبدلكاني الزوزني	المأمون	 DQ 	 1 	 323 	3	فضلاء العراق
أحمد الجندي	أحمد بن محمد بن نجدة	 DQ 	 1 	 323 	3	فضلاء العراق
أحمد الجندي	الشافعية	 DQ 	 1 	 323 	3	فضلاء العراق
أحمد الجندي	علي بن محمد أبو الحسن	 DQ 	 1 	 323 	3	فضلاء العراق
أحمد الجندي	غريب الخادم	 DQ 	 1 	 323 	3	فضلاء العراق
أحمد الجندي	المأمون	 DQ 	 1 	 323 	3	فضلاء العراق
أحمد بن محمد بن نجدة	الشافعية	 DQ 	 1 	 323 	3	فضلاء العراق
أحمد بن محمد بن نجدة	علي بن محمد أبو الحسن	 DQ 	 1 	 323 	3	فضلاء العراق
أحمد بن محمد بن نجدة	غريب الخادم	 DQ 	 1 	 323 	3	فضلاء العراق
أحمد بن محمد بن نجدة	المأمون	 DQ 	 1 	 323 	3	فضلاء العراق
الشافعية	علي بن محمد أبو الحسن	 DQ 	 1 	 323 	3	فضلاء العراق
الشافعية	غريب الخادم	 DQ 	 1 	 323 	3	فضلاء العراق
الشافعية	المأمون	 DQ 	 1 	 323 	3	فضلاء العراق
علي بن محمد أبو الحسن	غريب الخادم	 DQ 	 1 	 323 	3	فضلاء العراق
علي بن محمد أبو الحسن	المأمون	 DQ 	 1 	 323 	3	فضلاء العراق
غريب الخادم	المأمون	 DQ 	 1 	 323 	3	فضلاء العراق
أبو حامد الاسفراييني	أبو عامر الجرجاني	 DQ 	 1 	 595 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
أبو حامد الاسفراييني	 أبو محمد الحمداني	 DQ 	 1 	 595 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
أبو حامد الاسفراييني	أبو نصر المتاح (المساح) القائني	 DQ 	 1 	 595 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
أبو حامد الاسفراييني	عدي بن عبد الله الجرجاني	 DQ 	 1 	 595 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
أبو حامد الاسفراييني	نوح بن اسماعيل أبو الحسن	 DQ 	 1 	 595 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
أبو عامر الجرجاني	 أبو محمد الحمداني	 DQ 	 1 	 595 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
أبو عامر الجرجاني	أبو نصر المتاح (المساح) القائني	 DQ 	 1 	 595 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
أبو عامر الجرجاني	عدي بن عبد الله الجرجاني	 DQ 	 1 	 595 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
أبو عامر الجرجاني	نوح بن اسماعيل أبو الحسن	 DQ 	 1 	 595 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
 أبو محمد الحمداني	أبو نصر المتاح (المساح) القائني	 DQ 	 1 	 595 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
 أبو محمد الحمداني	عدي بن عبد الله الجرجاني	 DQ 	 1 	 595 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
 أبو محمد الحمداني	نوح بن اسماعيل أبو الحسن	 DQ 	 1 	 595 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
أبو نصر المتاح (المساح) القائني	عدي بن عبد الله الجرجاني	 DQ 	 1 	 595 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
أبو نصر المتاح (المساح) القائني	نوح بن اسماعيل أبو الحسن	 DQ 	 1 	 595 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
عدي بن عبد الله الجرجاني	نوح بن اسماعيل أبو الحسن	 DQ 	 1 	 595 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
أبو حامد الاسفراييني	علي بن أبي طالب البلخي أبو الحسن	 DQ 	 2 	 817 	7	شعراء بلخ
أبو حامد الاسفراييني	ياقوت الحموي	 DQ 	 2 	 817 	7	شعراء بلخ
علي بن أبي طالب البلخي أبو الحسن	ياقوت الحموي	 DQ 	 2 	 817 	7	شعراء بلخ
ابن المطرز	أبو حرب الدينوري	 DQ 	 1 	 333 	3	فضلاء العراق
ابن المطرز	 أبو محمد الحمداني	 DQ 	 1 	 333 	3	فضلاء العراق
ابن المطرز	عبد الواحد بن محمد بن المطرز أبو القاسم	 DQ 	 1 	 333 	3	فضلاء العراق
أبو حرب الدينوري	 أبو محمد الحمداني	 DQ 	 1 	 333 	3	فضلاء العراق
أبو حرب الدينوري	عبد الواحد بن محمد بن المطرز أبو القاسم	 DQ 	 1 	 333 	3	فضلاء العراق
 أبو محمد الحمداني	عبد الواحد بن محمد بن المطرز أبو القاسم	 DQ 	 1 	 333 	3	فضلاء العراق
أبو حرب الدينوري	 أبو محمد الحمداني	 DQ 	 1 	 344 	3	فضلاء العراق
أبو حرب الدينوري	عبد الله بن العباس الطالبي	 DQ 	 1 	 344 	3	فضلاء العراق
 أبو محمد الحمداني	عبد الله بن العباس الطالبي	 DQ 	 1 	 344 	3	فضلاء العراق
أبو الحرث الأصفهاني	أبو عامر الجرجاني	 DQ 	 1 	 127 	2	طبقات شعراء الشام وديار بكر وآذربايجان والجزيرة وسائر بلاد المغرب
أبو الحرث الأصفهاني	عبد القاهر بن عبد الرحمن الجرجاني	 DQ 	 1 	 127 	2	طبقات شعراء الشام وديار بكر وآذربايجان والجزيرة وسائر بلاد المغرب
أبو الحرث الأصفهاني	الكافي العماني المجوسي	 DQ 	 1 	 127 	2	طبقات شعراء الشام وديار بكر وآذربايجان والجزيرة وسائر بلاد المغرب
أبو عامر الجرجاني	عبد القاهر بن عبد الرحمن الجرجاني	 DQ 	 1 	 127 	2	طبقات شعراء الشام وديار بكر وآذربايجان والجزيرة وسائر بلاد المغرب
أبو عامر الجرجاني	الكافي العماني المجوسي	 DQ 	 1 	 127 	2	طبقات شعراء الشام وديار بكر وآذربايجان والجزيرة وسائر بلاد المغرب
عبد القاهر بن عبد الرحمن الجرجاني	الكافي العماني المجوسي	 DQ 	 1 	 127 	2	طبقات شعراء الشام وديار بكر وآذربايجان والجزيرة وسائر بلاد المغرب
أبو بكر القهستاني	أبو حفص البستي	 DQ 	 2 	 935 	7	شعراء بلخ
أبو بكر القهستاني	أبو عامر الجرجاني	 DQ 	 2 	 935 	7	شعراء بلخ
أبو بكر القهستاني	أسعد بن اسماعيل البستي الفقيه أبو النجم	 DQ 	 2 	 935 	7	شعراء بلخ
أبو بكر القهستاني	ميمون الواسطي	 DQ 	 2 	 935 	7	شعراء بلخ
أبو حفص البستي	أبو عامر الجرجاني	 DQ 	 2 	 935 	7	شعراء بلخ
أبو حفص البستي	أسعد بن اسماعيل البستي الفقيه أبو النجم	 DQ 	 2 	 935 	7	شعراء بلخ
أبو حفص البستي	ميمون الواسطي	 DQ 	 2 	 935 	7	شعراء بلخ
أبو عامر الجرجاني	أسعد بن اسماعيل البستي الفقيه أبو النجم	 DQ 	 2 	 935 	7	شعراء بلخ
أبو عامر الجرجاني	ميمون الواسطي	 DQ 	 2 	 935 	7	شعراء بلخ
أسعد بن اسماعيل البستي الفقيه أبو النجم	ميمون الواسطي	 DQ 	 2 	 935 	7	شعراء بلخ
أبو حنيفة	المظفر بن ابراهيم الجرجاني أبو مسعود	 DQ 	 1 	 599 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
أبو جعفر البحاثي	أبو حنيفة	 DQ 	 2 	 829 	7	شعراء بلخ
أبو جعفر البحاثي	الاتراك	 DQ 	 2 	 829 	7	شعراء بلخ
أبو جعفر البحاثي	السمعاني	 DQ 	 2 	 829 	7	شعراء بلخ
أبو جعفر البحاثي	العبشمي	 DQ 	 2 	 829 	7	شعراء بلخ
أبو حنيفة	الاتراك	 DQ 	 2 	 829 	7	شعراء بلخ
أبو حنيفة	السمعاني	 DQ 	 2 	 829 	7	شعراء بلخ
أبو حنيفة	العبشمي	 DQ 	 2 	 829 	7	شعراء بلخ
الاتراك	السمعاني	 DQ 	 2 	 829 	7	شعراء بلخ
الاتراك	العبشمي	 DQ 	 2 	 829 	7	شعراء بلخ
السمعاني	العبشمي	 DQ 	 2 	 829 	7	شعراء بلخ
أبو حيان التوحيدي	العجم	 DQ 	 1 	 353 	3	فضلاء العراق
أبو حيان التوحيدي	ياقوت الحموي	 DQ 	 1 	 353 	3	فضلاء العراق
العجم	ياقوت الحموي	 DQ 	 1 	 353 	3	فضلاء العراق
أبو الحسن الأوزاعي	 أبو محمد الحمداني	 DQ 	 2 	 1083 	8	طبقات نيسابور
أبو الحسن الأوزاعي	أبو محمد الحمداني	 DQ 	 2 	 1083 	8	طبقات نيسابور
 أبو محمد الحمداني	أبو محمد الحمداني	 DQ 	 2 	 1083 	8	طبقات نيسابور
أبو جعفر البحاثي	أبو الحسن البخاري	 DQ 	 2 	 1402 	12	شعراء زوزن
أبو جعفر البحاثي	أحمد بن الحسن الخطيب	 DQ 	 2 	 1402 	12	شعراء زوزن
أبو الحسن البخاري	أحمد بن الحسن الخطيب	 DQ 	 2 	 1402 	12	شعراء زوزن
ابن الجوزي	أبو الحسن البصروي	 DQ 	 1 	 345 	3	فضلاء العراق
ابن الجوزي	 أبو محمد الحمداني	 DQ 	 1 	 345 	3	فضلاء العراق
ابن الجوزي	الفضل بن عبد الله الهاشمي أبو المكارم	 DQ 	 1 	 345 	3	فضلاء العراق
أبو الحسن البصروي	 أبو محمد الحمداني	 DQ 	 1 	 345 	3	فضلاء العراق
أبو الحسن البصروي	الفضل بن عبد الله الهاشمي أبو المكارم	 DQ 	 1 	 345 	3	فضلاء العراق
 أبو محمد الحمداني	الفضل بن عبد الله الهاشمي أبو المكارم	 DQ 	 1 	 345 	3	فضلاء العراق
أبو الحسن البلخي	علي بن طالوت البلخي أبو الحسن	 DQ 	 1 	 402 	3	فضلاء العراق
أبو الحسن البلخي	ظفر بن اسماعيل الفارسي أبو جعفر	 DQ 	 1 	 501 	4	شعراء الري والجبال واصفهان وفارس وكرمان
أبو الحسن البلخي	محمد بن علي أبو الفرج الغندجاني	 DQ 	 1 	 501 	4	شعراء الري والجبال واصفهان وفارس وكرمان
ظفر بن اسماعيل الفارسي أبو جعفر	محمد بن علي أبو الفرج الغندجاني	 DQ 	 1 	 501 	4	شعراء الري والجبال واصفهان وفارس وكرمان
أبو جعفر البحاثي	أبو الحسن الخوارزمي	 DQ 	 1 	 665 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
أبو جعفر البحاثي	أبو الحسن السعيدي	 DQ 	 2 	 1240 	10	اسفراين
أبو الحسن الشيباني	أبو عامر الجرجاني	 DQ 	 1 	 474 	4	شعراء الري والجبال واصفهان وفارس وكرمان
أبو الحسن الظفري	حمزة بن الحسين البرزهي أبو القاسم	 DQ 	 2 	 1127 	9	طبقة بيهق
أبو الحسن الظفري	حمزة بن علي بن الحسن البرزهي	 DQ 	 2 	 1127 	9	طبقة بيهق
أبو الحسن الظفري	عبد الرحمن الهمذاني	 DQ 	 2 	 1127 	9	طبقة بيهق
أبو الحسن الظفري	القفطي	 DQ 	 2 	 1127 	9	طبقة بيهق
أبو الحسن الظفري	مهدي بن أحمد الخوافي	 DQ 	 2 	 1127 	9	طبقة بيهق
حمزة بن الحسين البرزهي أبو القاسم	حمزة بن علي بن الحسن البرزهي	 DQ 	 2 	 1127 	9	طبقة بيهق
حمزة بن الحسين البرزهي أبو القاسم	عبد الرحمن الهمذاني	 DQ 	 2 	 1127 	9	طبقة بيهق
حمزة بن الحسين البرزهي أبو القاسم	القفطي	 DQ 	 2 	 1127 	9	طبقة بيهق
حمزة بن الحسين البرزهي أبو القاسم	مهدي بن أحمد الخوافي	 DQ 	 2 	 1127 	9	طبقة بيهق
حمزة بن علي بن الحسن البرزهي	عبد الرحمن الهمذاني	 DQ 	 2 	 1127 	9	طبقة بيهق
حمزة بن علي بن الحسن البرزهي	القفطي	 DQ 	 2 	 1127 	9	طبقة بيهق
حمزة بن علي بن الحسن البرزهي	مهدي بن أحمد الخوافي	 DQ 	 2 	 1127 	9	طبقة بيهق
عبد الرحمن الهمذاني	القفطي	 DQ 	 2 	 1127 	9	طبقة بيهق
عبد الرحمن الهمذاني	مهدي بن أحمد الخوافي	 DQ 	 2 	 1127 	9	طبقة بيهق
